vulnerability_id,cve_id,vulnerability_name,severity,cvss_score,affected_asset,patch_available,status
VUL0806,CVE-2021-6682,Cross-Site Request Forgery (CSRF),Medium,5.2,LEG-LAP-006,Yes,Patched
VUL0807,CVE-2024-3784,Path Traversal,Medium,6.1,MKT-NET-005,No,Patched
VUL0808,CVE-2022-33691,Path Traversal,High,7.3,MKT-CLD-001,No,Patched
VUL0809,CVE-2019-16435,Denial of Service,High,7.2,HR-SRV-001,Yes,Patched
VUL0810,CVE-2020-36101,Weak SMB Configuration,Medium,5.7,SUP-SRV-004,Yes,Open
VUL0811,CVE-2024-42056,Denial of Service,Medium,6.1,OPS-SRV-007,Yes,Patched
VUL0812,CVE-2019-6604,Improper Input Validation,Medium,5.0,HR-WKS-012,Yes,Patched
VUL0813,CVE-2020-42377,Buffer Overflow,High,8.3,SALES-LAP-002,No,Open
VUL0814,CVE-2020-39185,Path Traversal,Medium,6.2,MKT-LAP-005,Yes,Open
VUL0815,CVE-2025-23535,SQL Injection Vulnerability,Critical,9.7,FIN-SRV-008,Yes,Patched
VUL0816,CVE-2019-46164,Cross-Site Request Forgery (CSRF),Medium,5.9,OPS-LAP-009,Yes,Patched
VUL0817,CVE-2021-10805,Buffer Overflow,High,7.5,FIN-LAP-007,No,Open
VUL0818,CVE-2024-6123,Server-Side Request Forgery (SSRF),Medium,6.3,HR-WKS-017,Yes,Accepted Risk
VUL0819,CVE-2022-31335,Weak SMB Configuration,Medium,5.5,HR-NET-004,Yes,Patched
VUL0820,CVE-2019-13291,Weak SMB Configuration,Medium,5.4,LEG-WKS-005,No,Patched
VUL0821,CVE-2022-13334,Remote Code Execution,Critical,9.9,HR-WKS-001,Yes,Mitigated
VUL0822,CVE-2019-40710,Privilege Escalation Flaw,High,7.5,FIN-SRV-008,Yes,Patched
VUL0823,CVE-2025-17588,Improper Input Validation,Medium,6.7,ENG-NET-005,No,Open
VUL0824,CVE-2019-18750,Privilege Escalation Flaw,High,8.4,SALES-LAP-003,No,Open
VUL0825,CVE-2020-2828,Improper Input Validation,Medium,4.4,SALES-LAP-017,Yes,Mitigated
VUL0826,CVE-2022-28468,Cross-Site Scripting (XSS),Medium,5.5,LEG-WKS-002,Yes,Patched
VUL0827,CVE-2025-48953,Cross-Site Scripting (XSS),Medium,5.2,HR-MOB-002,Yes,Patched
VUL0828,CVE-2020-34569,Missing Encryption of Sensitive Data,Medium,6.5,IT-SRV-002,Yes,Accepted Risk
VUL0829,CVE-2021-18441,Remote Code Execution,High,8.9,LEG-SRV-005,No,Open
VUL0830,CVE-2019-34519,Unpatched Third-Party Library,Medium,6.8,SALES-CLD-003,Yes,Open
VUL0831,CVE-2021-16160,Path Traversal,Medium,5.6,FIN-CLD-002,Yes,Open
VUL0832,CVE-2022-32742,Authentication Bypass,Critical,9.2,SUP-LAP-007,No,Patched
VUL0833,CVE-2020-37362,Cross-Site Request Forgery (CSRF),Medium,5.9,IT-SRV-003,Yes,Patched
VUL0834,CVE-2020-22897,Buffer Overflow,High,8.8,MKT-SRV-007,Yes,Patched
VUL0835,CVE-2024-22907,Outdated TLS/SSL Configuration,Medium,5.9,SALES-CLD-003,Yes,Open
VUL0836,CVE-2024-43485,Cross-Site Scripting (XSS),Medium,5.9,ENG-MOB-004,Yes,Patched
VUL0837,CVE-2022-38524,Cross-Site Scripting (XSS),Medium,4.4,IT-SRV-006,Yes,Open
VUL0838,CVE-2020-37764,Outdated TLS/SSL Configuration,Medium,4.9,SALES-WKS-010,Yes,Open
VUL0839,CVE-2021-40919,Remote Code Execution,Critical,9.2,ENG-NET-004,No,Open
VUL0840,CVE-2022-12468,Buffer Overflow,High,7.9,MKT-SRV-003,Yes,Open
VUL0841,CVE-2019-47514,Insecure Deserialization,High,8.7,SUP-LAP-011,Yes,Open
VUL0842,CVE-2020-44858,Denial of Service,Medium,6.1,ENG-SRV-003,No,Mitigated
VUL0843,CVE-2022-26392,Buffer Overflow,High,7.6,LEG-LAP-006,Yes,Patched
VUL0844,CVE-2024-47869,Cross-Site Request Forgery (CSRF),Medium,6.3,IT-NET-001,Yes,Open
VUL0845,CVE-2024-30168,Weak SMB Configuration,Medium,6.6,FIN-MOB-008,Yes,Open
VUL0846,CVE-2023-1514,Server-Side Request Forgery (SSRF),High,7.0,IT-WKS-017,No,Patched
VUL0847,CVE-2019-39504,Denial of Service,Medium,6.1,OPS-SRV-002,Yes,Open
VUL0848,CVE-2022-41104,Information Disclosure,Medium,5.8,SALES-CLD-003,Yes,Accepted Risk
VUL0849,CVE-2019-22460,SQL Injection Vulnerability,High,7.3,ENG-NET-005,No,Open
VUL0850,CVE-2023-23451,Cross-Site Scripting (XSS),Medium,5.3,ENG-NET-004,Yes,Open
VUL0851,CVE-2021-36114,Privilege Escalation Flaw,Critical,9.3,FIN-NET-003,Yes,Mitigated
VUL0852,CVE-2024-19064,Cross-Site Request Forgery (CSRF),Medium,6.0,ENG-CLD-002,Yes,Patched
VUL0853,CVE-2020-40855,Information Disclosure,Medium,5.5,HR-SRV-003,Yes,Open
VUL0854,CVE-2021-12365,Missing Encryption of Sensitive Data,Medium,6.5,SUP-CLD-002,Yes,Patched
VUL0855,CVE-2022-11142,Hardcoded Credentials,High,8.3,LEG-WKS-011,No,Patched
VUL0856,CVE-2020-35429,Path Traversal,Medium,6.7,FIN-WKS-010,No,Mitigated
VUL0857,CVE-2020-24564,Cross-Site Request Forgery (CSRF),Medium,5.3,MKT-SRV-011,Yes,Open
VUL0858,CVE-2021-45663,Unpatched Third-Party Library,Medium,6.2,SUP-LAP-011,No,Open
VUL0859,CVE-2019-18032,Remote Code Execution,High,8.8,MKT-SRV-004,Yes,Open
VUL0860,CVE-2020-20082,Improper Input Validation,Medium,6.3,IT-SRV-011,No,Patched
VUL0861,CVE-2024-49829,Buffer Overflow,High,8.4,ENG-WKS-001,Yes,Open
VUL0862,CVE-2023-6120,Server-Side Request Forgery (SSRF),Medium,6.5,FIN-SRV-008,No,Patched
VUL0863,CVE-2021-30778,Cross-Site Scripting (XSS),Medium,6.5,SUP-CLD-002,Yes,Mitigated
VUL0864,CVE-2019-27059,Hardcoded Credentials,High,8.1,SUP-SRV-005,Yes,Open
VUL0865,CVE-2020-40672,Path Traversal,Medium,5.7,HR-MOB-003,Yes,Open
VUL0866,CVE-2025-3843,Remote Code Execution,Critical,9.4,MKT-SRV-005,Yes,Patched
VUL0867,CVE-2021-18636,Denial of Service,Medium,6.6,SALES-SRV-002,No,Patched
VUL0868,CVE-2021-12771,Buffer Overflow,High,8.4,FIN-SRV-002,Yes,Patched
VUL0869,CVE-2022-9901,Unpatched Third-Party Library,High,7.9,FIN-SRV-007,No,Patched
VUL0870,CVE-2019-25404,Remote Code Execution,High,8.5,LEG-SRV-003,No,Open
VUL0871,CVE-2019-13034,Privilege Escalation Flaw,High,8.1,HR-SRV-007,No,Patched
VUL0872,CVE-2020-27775,Privilege Escalation Flaw,High,8.6,MKT-SRV-004,Yes,Open
VUL0873,CVE-2020-30185,Missing Encryption of Sensitive Data,Medium,5.0,SUP-WKS-008,Yes,Patched
VUL0874,CVE-2023-16736,Missing Encryption of Sensitive Data,Medium,5.4,SUP-MOB-003,Yes,Patched
VUL0875,CVE-2022-49943,Buffer Overflow,High,8.9,IT-LAP-007,Yes,Patched
VUL0876,CVE-2025-8704,Improper Input Validation,Medium,5.8,SALES-NET-003,No,Open
VUL0877,CVE-2022-2238,Unpatched Third-Party Library,Medium,5.7,MKT-SRV-001,No,Patched
VUL0878,CVE-2025-18039,Path Traversal,Medium,5.1,SALES-LAP-021,No,Patched
VUL0879,CVE-2021-23769,Path Traversal,Medium,6.6,IT-NET-002,Yes,Mitigated
VUL0880,CVE-2021-20928,Path Traversal,Medium,6.8,LEG-CLD-002,No,Mitigated
VUL0881,CVE-2021-47610,Outdated TLS/SSL Configuration,Medium,5.0,FIN-SRV-006,No,Patched
VUL0882,CVE-2021-30452,Improper Input Validation,Medium,4.4,LEG-SRV-001,No,Open
VUL0883,CVE-2019-46468,Authentication Bypass,Critical,9.0,ENG-SRV-002,Yes,Mitigated
VUL0884,CVE-2023-19540,Unpatched Third-Party Library,High,7.8,MKT-SRV-001,Yes,Patched
VUL0885,CVE-2019-9738,Denial of Service,Medium,5.3,HR-NET-002,No,Open
VUL0886,CVE-2023-46390,SQL Injection Vulnerability,Critical,9.6,HR-NET-001,Yes,Patched
VUL0887,CVE-2025-11004,Missing Encryption of Sensitive Data,Medium,5.8,LEG-CLD-006,Yes,Mitigated
VUL0888,CVE-2025-49985,Missing Encryption of Sensitive Data,Medium,6.9,MKT-NET-003,Yes,Mitigated
VUL0889,CVE-2020-45591,Path Traversal,Medium,5.8,MKT-NET-006,No,Mitigated
VUL0890,CVE-2019-24845,Server-Side Request Forgery (SSRF),High,8.2,IT-SRV-012,Yes,Open
VUL0891,CVE-2023-44325,Outdated TLS/SSL Configuration,Medium,4.8,FIN-SRV-012,Yes,Mitigated
VUL0892,CVE-2024-47230,Weak SMB Configuration,Medium,6.1,MKT-WKS-012,Yes,Open
VUL0893,CVE-2024-27073,Hardcoded Credentials,High,7.6,IT-WKS-001,Yes,Open
VUL0894,CVE-2019-31737,Remote Code Execution,High,8.6,LEG-LAP-007,Yes,Open
VUL0895,CVE-2022-43439,Remote Code Execution,Critical,9.2,OPS-IOT-002,No,Patched
VUL0896,CVE-2022-39014,Insecure Deserialization,High,8.1,FIN-WKS-014,Yes,Accepted Risk
VUL0897,CVE-2024-15243,Server-Side Request Forgery (SSRF),Medium,6.2,FIN-SRV-003,Yes,Patched
VUL0898,CVE-2023-28690,Authentication Bypass,Critical,9.7,SALES-WKS-005,Yes,Open
VUL0899,CVE-2022-18935,Insecure Deserialization,High,7.1,ENG-LAP-006,Yes,Mitigated
VUL0900,CVE-2025-37769,Missing Encryption of Sensitive Data,Medium,6.0,MKT-IOT-001,No,Patched
VUL0901,CVE-2024-47810,Information Disclosure,Medium,5.2,MKT-SRV-008,No,Open
VUL0902,CVE-2019-31540,Path Traversal,Medium,5.5,ENG-WKS-010,No,Mitigated
VUL0903,CVE-2025-33005,Information Disclosure,Medium,4.6,MKT-IOT-002,No,Accepted Risk
VUL0904,CVE-2019-22544,SQL Injection Vulnerability,High,8.6,MKT-SRV-005,Yes,Patched
VUL0905,CVE-2025-23154,Path Traversal,High,7.3,SUP-CLD-003,No,Open
VUL0906,CVE-2025-2516,Remote Code Execution,Critical,9.2,MKT-LAP-009,Yes,Open
VUL0907,CVE-2023-7808,SQL Injection Vulnerability,High,8.0,ENG-NET-005,Yes,Accepted Risk
VUL0908,CVE-2021-36058,SQL Injection Vulnerability,High,7.2,FIN-SRV-009,Yes,Patched
VUL0909,CVE-2021-5776,Unpatched Third-Party Library,High,7.8,SUP-WKS-010,No,Open
VUL0910,CVE-2025-2204,Hardcoded Credentials,High,7.3,MKT-SRV-004,Yes,Open
VUL0911,CVE-2023-4848,Denial of Service,Medium,6.4,OPS-LAP-004,Yes,Open
VUL0912,CVE-2021-5686,Unpatched Third-Party Library,High,7.2,IT-SRV-005,Yes,Accepted Risk
VUL0913,CVE-2024-31069,Cross-Site Request Forgery (CSRF),Medium,6.0,IT-WKS-007,No,Patched
VUL0914,CVE-2021-34982,Path Traversal,High,7.5,MKT-NET-006,Yes,Patched
VUL0915,CVE-2021-27798,Unpatched Third-Party Library,Medium,6.9,IT-WKS-008,Yes,Accepted Risk
VUL0916,CVE-2023-36196,Cross-Site Scripting (XSS),Medium,4.4,MKT-SRV-007,Yes,Open
VUL0917,CVE-2025-39757,Insecure Deserialization,High,7.9,WebServer,Yes,Mitigated
VUL0918,CVE-2023-9641,Privilege Escalation Flaw,High,8.0,SUP-WKS-015,No,Mitigated
VUL0919,CVE-2020-47829,SQL Injection Vulnerability,Critical,9.8,IT-SRV-001,Yes,Open
VUL0920,CVE-2019-4949,Server-Side Request Forgery (SSRF),Medium,6.7,IT-WKS-009,Yes,Accepted Risk
VUL0921,CVE-2020-5917,Denial of Service,Medium,5.3,LEG-CLD-005,Yes,Patched
VUL0922,CVE-2019-22255,Server-Side Request Forgery (SSRF),Medium,6.8,OPS-SRV-006,No,Patched
VUL0923,CVE-2022-46894,Information Disclosure,Medium,4.8,IT-MOB-003,Yes,Open
VUL0924,CVE-2024-7339,Cross-Site Request Forgery (CSRF),Medium,5.4,IT-LAP-005,Yes,Patched
VUL0925,CVE-2024-25272,Privilege Escalation Flaw,High,7.7,IT-SRV-011,No,Patched
VUL0926,CVE-2022-25736,Privilege Escalation Flaw,High,8.7,ENG-LAP-004,Yes,Mitigated
VUL0927,CVE-2021-37033,Buffer Overflow,Critical,9.2,SUP-WKS-014,Yes,Open
VUL0928,CVE-2023-42318,Denial of Service,Medium,5.6,HR-SRV-007,No,Mitigated
VUL0929,CVE-2023-33412,Server-Side Request Forgery (SSRF),High,7.3,SUP-LAP-003,Yes,Open
VUL0930,CVE-2021-5276,Remote Code Execution,Critical,9.0,OPS-SRV-007,Yes,Patched
VUL0931,CVE-2024-31712,SQL Injection Vulnerability,High,8.1,MKT-NET-004,Yes,Open
VUL0932,CVE-2019-35470,Privilege Escalation Flaw,High,7.9,SUP-IOT-001,Yes,Accepted Risk
VUL0933,CVE-2021-43561,Authentication Bypass,High,8.7,ENG-CLD-003,Yes,Mitigated
VUL0934,CVE-2020-22018,Outdated TLS/SSL Configuration,Medium,4.1,SALES-NET-005,Yes,Patched
VUL0935,CVE-2025-8147,SQL Injection Vulnerability,Critical,9.2,MKT-WKS-010,No,Mitigated
VUL0936,CVE-2024-29730,Hardcoded Credentials,High,8.5,FIN-LAP-001,No,Patched
VUL0937,CVE-2024-30587,Privilege Escalation Flaw,High,8.7,ENG-CLD-002,No,Patched
VUL0938,CVE-2024-31435,Path Traversal,Medium,6.4,FIN-WKS-019,No,Patched
VUL0939,CVE-2019-19837,Path Traversal,High,7.2,FIN-SRV-001,Yes,Accepted Risk
VUL0940,CVE-2022-1277,Outdated TLS/SSL Configuration,Medium,5.0,IT-CLD-001,No,Patched
VUL0941,CVE-2025-6981,Buffer Overflow,High,7.7,MKT-SRV-006,Yes,Mitigated
VUL0942,CVE-2025-42216,Outdated TLS/SSL Configuration,Medium,6.4,SUP-CLD-004,No,Open
VUL0943,CVE-2021-40820,SQL Injection Vulnerability,High,8.9,HR-WKS-013,Yes,Patched
VUL0944,CVE-2025-38220,Information Disclosure,Medium,6.5,OPS-NET-002,Yes,Patched
VUL0945,CVE-2019-6379,Information Disclosure,Medium,5.9,SALES-LAP-004,Yes,Accepted Risk
VUL0946,CVE-2022-4952,Hardcoded Credentials,High,7.4,OPS-LAP-002,Yes,Mitigated
VUL0947,CVE-2020-46999,Insecure Deserialization,High,8.0,OPS-LAP-010,Yes,Accepted Risk
VUL0948,CVE-2020-49786,Cross-Site Request Forgery (CSRF),Medium,5.8,FIN-NET-002,Yes,Mitigated
VUL0949,CVE-2024-26414,Denial of Service,Medium,6.0,LEG-SRV-006,Yes,Open
VUL0950,CVE-2019-21403,Unpatched Third-Party Library,Medium,5.8,FIN-CLD-002,No,Open
VUL0951,CVE-2024-41355,Cross-Site Scripting (XSS),Medium,4.6,LEG-WKS-015,Yes,Mitigated
VUL0952,CVE-2023-15904,Server-Side Request Forgery (SSRF),High,7.0,SALES-CLD-002,Yes,Patched
VUL0953,CVE-2021-42438,Cross-Site Request Forgery (CSRF),Medium,6.3,MKT-WKS-004,Yes,Accepted Risk
VUL0954,CVE-2022-4873,Insecure Deserialization,High,7.4,FIN-NET-001,Yes,Mitigated
VUL0955,CVE-2023-44552,Unpatched Third-Party Library,Medium,6.4,HR-PC-01,No,Patched
VUL0956,CVE-2024-9303,Remote Code Execution,High,8.7,LEG-CLD-005,No,Patched
VUL0957,CVE-2025-2308,Information Disclosure,Medium,5.2,Database-01,Yes,Open
VUL0958,CVE-2025-14448,Weak SMB Configuration,Medium,5.0,FIN-IOT-002,Yes,Mitigated
VUL0959,CVE-2020-28164,Improper Input Validation,Medium,5.0,ENG-NET-004,Yes,Patched
VUL0960,CVE-2021-49382,Weak SMB Configuration,Medium,6.3,FIN-SRV-012,Yes,Mitigated
VUL0961,CVE-2022-44052,Authentication Bypass,Critical,9.4,ENG-LAP-005,No,Open
VUL0962,CVE-2023-30721,Unpatched Third-Party Library,High,8.0,Database-01,Yes,Patched
VUL0963,CVE-2024-13435,Missing Encryption of Sensitive Data,Medium,5.8,SUP-SRV-007,Yes,Mitigated
VUL0964,CVE-2025-20487,Remote Code Execution,Critical,9.8,SUP-SRV-002,Yes,Open
VUL0965,CVE-2020-37934,Missing Encryption of Sensitive Data,Medium,5.2,FIN-SRV-004,Yes,Patched
VUL0966,CVE-2024-28290,Denial of Service,Medium,5.6,ENG-NET-005,Yes,Patched
VUL0967,CVE-2020-11667,Privilege Escalation Flaw,Critical,9.2,FIN-IOT-001,Yes,Patched
VUL0968,CVE-2023-46593,Authentication Bypass,High,8.6,IT-SRV-003,Yes,Open
VUL0969,CVE-2022-6046,Weak SMB Configuration,Medium,5.7,LEG-SRV-003,Yes,Open
VUL0970,CVE-2020-5178,Outdated TLS/SSL Configuration,Medium,4.0,OPS-LAP-008,Yes,Patched
VUL0971,CVE-2023-6266,Buffer Overflow,High,8.9,MKT-SRV-003,No,Open
VUL0972,CVE-2021-25521,Missing Encryption of Sensitive Data,Medium,5.9,ENG-IOT-001,Yes,Mitigated
VUL0973,CVE-2020-45666,Unpatched Third-Party Library,High,7.8,FIN-SRV-010,No,Open
VUL0974,CVE-2021-14412,Authentication Bypass,High,7.9,LEG-WKS-008,Yes,Open
VUL0975,CVE-2025-31760,Denial of Service,Medium,6.8,LEG-SRV-001,Yes,Open
VUL0976,CVE-2024-18586,Insecure Deserialization,Critical,9.0,OPS-MOB-002,No,Open
VUL0977,CVE-2024-33474,Cross-Site Scripting (XSS),Medium,5.3,FIN-WKS-009,Yes,Patched
VUL0978,CVE-2020-35895,Insecure Deserialization,High,7.6,MKT-SRV-009,Yes,Open
VUL0979,CVE-2020-29792,Cross-Site Request Forgery (CSRF),Medium,6.4,OPS-SRV-007,Yes,Patched
VUL0980,CVE-2022-41556,Privilege Escalation Flaw,High,8.4,ENG-NET-006,Yes,Accepted Risk
VUL0981,CVE-2021-10849,Hardcoded Credentials,High,8.1,OPS-WKS-010,No,Patched
VUL0982,CVE-2025-1342,Privilege Escalation Flaw,High,7.8,FIN-LAP-005,No,Open
VUL0983,CVE-2021-26255,Privilege Escalation Flaw,Critical,9.4,MKT-SRV-007,Yes,Patched
VUL0984,CVE-2019-43067,Denial of Service,Medium,5.8,SUP-LAP-001,No,Open
VUL0985,CVE-2023-38000,Remote Code Execution,Critical,9.9,FIN-SRV-005,Yes,Patched
VUL0986,CVE-2021-25635,Outdated TLS/SSL Configuration,Medium,4.9,SUP-WKS-007,Yes,Open
VUL0987,CVE-2022-18755,Information Disclosure,Medium,5.2,HR-SRV-005,Yes,Open
VUL0988,CVE-2025-5925,Server-Side Request Forgery (SSRF),High,7.3,HR-SRV-007,No,Patched
VUL0989,CVE-2019-7585,Hardcoded Credentials,High,7.5,LEG-CLD-005,Yes,Mitigated
VUL0990,CVE-2022-25148,Improper Input Validation,Medium,6.5,HR-SRV-004,Yes,Mitigated
VUL0991,CVE-2024-14201,Weak SMB Configuration,Medium,6.7,IT-WKS-005,Yes,Open
VUL0992,CVE-2019-8066,Missing Encryption of Sensitive Data,Medium,5.2,MKT-SRV-012,No,Patched
VUL0993,CVE-2023-19630,Buffer Overflow,Critical,9.4,ENG-MOB-005,No,Open
VUL0994,CVE-2024-11792,Denial of Service,Medium,6.6,SUP-SRV-006,Yes,Patched
VUL0995,CVE-2022-9761,Weak SMB Configuration,Medium,5.0,HR-LAP-002,No,Patched
VUL0996,CVE-2021-19698,Cross-Site Scripting (XSS),Medium,6.7,IT-WKS-016,Yes,Open
VUL0997,CVE-2022-11233,Improper Input Validation,Medium,6.3,IT-CLD-001,Yes,Patched
VUL0998,CVE-2020-30544,Information Disclosure,Medium,4.3,IT-NET-002,Yes,Open
VUL0999,CVE-2020-13192,Privilege Escalation Flaw,High,8.1,IT-WKS-012,Yes,Patched
VUL1000,CVE-2019-5273,Remote Code Execution,Critical,9.1,HR-LAP-001,Yes,Mitigated
