incident_id,event_id,incident_type,assigned_to,status,response_time,resolution
INC0930,EVT001269,SQL Injection Attempt,Incident Response Team,Closed,26 min,"Request blocked, WAF rule updated"
INC0931,EVT009128,Login Success,SOC Tier 3,Closed,65 min,"Reviewed, no action required"
INC0932,EVT005034,Login Success,SOC Tier 1,Closed,19 min,"Reviewed, no action required"
INC0933,EVT004275,SQL Injection Attempt,SOC Tier 3,Closed,56 min,"Request blocked, WAF rule updated"
INC0934,EVT003948,Login Success,Incident Response Team,Closed,66 min,"Reviewed, no action required"
INC0935,EVT009117,Malware Detection,SOC Tier 2,Closed,50 min,"Endpoint isolated, malware removed"
INC0936,EVT004074,Privilege Escalation,Incident Response Team,Open,79 min,Pending review
INC0937,EVT009982,File Access,SOC Tier 2,In Progress,86 min,Pending review
INC0938,EVT002578,Phishing Email,SOC Tier 2,Closed,61 min,"Email quarantined, user notified"
INC0939,EVT004662,Failed Login,SOC Tier 2,Closed,87 min,"Account temporarily locked, user verified"
INC0940,EVT007837,USB Device Connected,SOC Tier 2,In Progress,68 min,Pending review
INC0941,EVT008696,Login Success,SOC Tier 3,Open,60 min,Pending review
INC0942,EVT002323,Failed Login,SOC Tier 1,Closed,39 min,"Account temporarily locked, user verified"
INC0943,EVT005489,Failed Login,SOC Tier 2,In Progress,43 min,Pending review
INC0944,EVT008935,Failed Login,Incident Response Team,In Progress,58 min,Pending review
INC0945,EVT001993,Port Scan,SOC Tier 2,Closed,22 min,Source IP flagged and monitored
INC0946,EVT003210,Malware Detection,SOC Tier 3,Closed,38 min,"Endpoint isolated, malware removed"
INC0947,EVT005367,USB Device Connected,SOC Tier 1,In Progress,61 min,Pending review
INC0948,EVT003110,Malware Detection,SOC Tier 2,Closed,83 min,"Endpoint isolated, malware removed"
INC0949,EVT007761,Malware Detection,SOC Tier 1,Closed,55 min,"Endpoint isolated, malware removed"
INC0950,EVT007846,Privilege Escalation,SOC Tier 3,Closed,50 min,"Access revoked, account access reviewed"
INC0951,EVT007683,File Access,SOC Tier 1,In Progress,18 min,Pending review
INC0952,EVT004538,Port Scan,SOC Tier 3,Closed,82 min,Source IP flagged and monitored
INC0953,EVT009780,Port Scan,SOC Tier 2,Closed,75 min,Source IP flagged and monitored
INC0954,EVT000346,Privilege Escalation,SOC Tier 3,Closed,44 min,"Access revoked, account access reviewed"
INC0955,EVT001897,USB Device Connected,Incident Response Team,Closed,36 min,"Device inspected, no threat found"
INC0956,EVT001171,Privilege Escalation,SOC Tier 3,Closed,38 min,"Access revoked, account access reviewed"
INC0957,EVT000433,Failed Login,SOC Tier 1,In Progress,32 min,Pending review
INC0958,EVT001155,Login Success,SOC Tier 1,Closed,51 min,"Reviewed, no action required"
INC0959,EVT003331,Phishing Email,SOC Tier 1,Open,18 min,Pending review
INC0960,EVT000757,Phishing Email,Incident Response Team,Closed,19 min,"Email quarantined, user notified"
INC0961,EVT008860,Failed Login,SOC Tier 2,Closed,85 min,"Account temporarily locked, user verified"
INC0962,EVT007284,Privilege Escalation,SOC Tier 2,In Progress,51 min,Pending review
INC0963,EVT006483,Privilege Escalation,SOC Tier 1,Closed,63 min,"Access revoked, account access reviewed"
INC0964,EVT003933,File Access,SOC Tier 3,Closed,67 min,"Reviewed, no action required"
INC0965,EVT000299,Privilege Escalation,SOC Tier 1,In Progress,56 min,Pending review
INC0966,EVT005149,Failed Login,Incident Response Team,Closed,9 min,"Account temporarily locked, user verified"
INC0967,EVT003556,Malware Detection,SOC Tier 3,In Progress,45 min,Pending review
INC0968,EVT002586,SQL Injection Attempt,SOC Tier 1,Closed,59 min,"Request blocked, WAF rule updated"
INC0969,EVT003630,Malware Detection,SOC Tier 2,Closed,70 min,"Endpoint isolated, malware removed"
INC0970,EVT008908,Malware Detection,SOC Tier 1,Closed,12 min,"Endpoint isolated, malware removed"
INC0971,EVT008239,SQL Injection Attempt,SOC Tier 2,Closed,27 min,"Request blocked, WAF rule updated"
INC0972,EVT008122,Privilege Escalation,SOC Tier 1,Closed,61 min,"Access revoked, account access reviewed"
INC0973,EVT004101,USB Device Connected,Incident Response Team,Open,43 min,Pending review
INC0974,EVT004680,Malware Detection,SOC Tier 3,Closed,34 min,"Endpoint isolated, malware removed"
INC0975,EVT004350,Privilege Escalation,Incident Response Team,Closed,67 min,"Access revoked, account access reviewed"
INC0976,EVT000162,Phishing Email,SOC Tier 2,Closed,53 min,"Email quarantined, user notified"
INC0977,EVT000840,Failed Login,SOC Tier 2,Closed,53 min,"Account temporarily locked, user verified"
INC0978,EVT003343,Login Success,SOC Tier 1,In Progress,16 min,Pending review
INC0979,EVT001550,Brute Force,Incident Response Team,In Progress,28 min,Pending review
INC0980,EVT000163,Login Success,Incident Response Team,Closed,81 min,"Reviewed, no action required"
INC0981,EVT006677,USB Device Connected,Incident Response Team,Closed,34 min,"Device inspected, no threat found"
INC0982,EVT002279,Malware Detection,SOC Tier 1,In Progress,50 min,Pending review
INC0983,EVT006860,Phishing Email,Incident Response Team,Closed,15 min,"Email quarantined, user notified"
INC0984,EVT004800,Brute Force,SOC Tier 1,Closed,26 min,Source IP blocked at firewall
INC0985,EVT000347,Phishing Email,SOC Tier 2,Closed,42 min,"Email quarantined, user notified"
INC0986,EVT004866,Phishing Email,Incident Response Team,In Progress,34 min,Pending review
INC0987,EVT007972,SQL Injection Attempt,SOC Tier 1,In Progress,53 min,Pending review
INC0988,EVT004215,Brute Force,SOC Tier 1,Closed,16 min,Source IP blocked at firewall
INC0989,EVT006139,Brute Force,SOC Tier 1,Closed,25 min,Source IP blocked at firewall
INC0990,EVT000304,Port Scan,Incident Response Team,Closed,28 min,Source IP flagged and monitored
INC0991,EVT007529,Port Scan,SOC Tier 1,In Progress,15 min,Pending review
INC0992,EVT004876,Login Success,SOC Tier 2,Closed,34 min,"Reviewed, no action required"
INC0993,EVT001316,Port Scan,SOC Tier 3,Closed,73 min,Source IP flagged and monitored
INC0994,EVT006904,Privilege Escalation,SOC Tier 1,Closed,52 min,"Access revoked, account access reviewed"
INC0995,EVT008298,Failed Login,SOC Tier 1,Closed,66 min,"Account temporarily locked, user verified"
INC0996,EVT004267,Port Scan,Incident Response Team,Open,15 min,Pending review
INC0997,EVT007085,Brute Force,Incident Response Team,Closed,20 min,Source IP blocked at firewall
INC0998,EVT008553,File Access,SOC Tier 3,Closed,14 min,"Reviewed, no action required"
INC0999,EVT005147,Port Scan,Incident Response Team,In Progress,57 min,Pending review
INC1000,EVT002059,SQL Injection Attempt,SOC Tier 3,Closed,42 min,"Request blocked, WAF rule updated"
INC1001,EVT001235,Login Success,SOC Tier 2,Closed,68 min,"Reviewed, no action required"
INC1002,EVT002371,Brute Force,SOC Tier 1,Closed,24 min,Source IP blocked at firewall
INC1003,EVT009605,File Access,SOC Tier 3,Closed,41 min,"Reviewed, no action required"
INC1004,EVT007339,Login Success,Incident Response Team,In Progress,41 min,Pending review
INC1005,EVT005604,Privilege Escalation,SOC Tier 3,In Progress,62 min,Pending review
INC1006,EVT002851,SQL Injection Attempt,SOC Tier 1,Closed,77 min,"Request blocked, WAF rule updated"
INC1007,EVT008848,Privilege Escalation,SOC Tier 2,Closed,53 min,"Access revoked, account access reviewed"
INC1008,EVT008692,Port Scan,Incident Response Team,Closed,16 min,Source IP flagged and monitored
INC1009,EVT004256,USB Device Connected,SOC Tier 3,Closed,81 min,"Device inspected, no threat found"
INC1010,EVT002541,Brute Force,Incident Response Team,Closed,80 min,Source IP blocked at firewall
INC1011,EVT008966,File Access,SOC Tier 1,Closed,44 min,"Reviewed, no action required"
INC1012,EVT003600,Malware Detection,Incident Response Team,Closed,90 min,"Endpoint isolated, malware removed"
INC1013,EVT003855,Privilege Escalation,SOC Tier 2,Closed,53 min,"Access revoked, account access reviewed"
INC1014,EVT005599,Port Scan,Incident Response Team,In Progress,84 min,Pending review
INC1015,EVT004983,Privilege Escalation,SOC Tier 3,In Progress,9 min,Pending review
INC1016,EVT003747,Privilege Escalation,SOC Tier 3,Closed,29 min,"Access revoked, account access reviewed"
INC1017,EVT000842,File Access,SOC Tier 2,Open,64 min,Pending review
INC1018,EVT006258,SQL Injection Attempt,Incident Response Team,Closed,83 min,"Request blocked, WAF rule updated"
INC1019,EVT007429,SQL Injection Attempt,SOC Tier 1,Closed,36 min,"Request blocked, WAF rule updated"
INC1020,EVT007957,Port Scan,SOC Tier 3,Closed,89 min,Source IP flagged and monitored
INC1021,EVT007407,Failed Login,Incident Response Team,Closed,45 min,"Account temporarily locked, user verified"
INC1022,EVT004669,Malware Detection,SOC Tier 3,Closed,70 min,"Endpoint isolated, malware removed"
INC1023,EVT003001,File Access,Incident Response Team,Closed,33 min,"Reviewed, no action required"
INC1024,EVT009646,File Access,SOC Tier 3,Closed,11 min,"Reviewed, no action required"
INC1025,EVT004023,Login Success,SOC Tier 3,Closed,20 min,"Reviewed, no action required"
INC1026,EVT000419,Failed Login,Incident Response Team,Closed,18 min,"Account temporarily locked, user verified"
INC1027,EVT008631,File Access,SOC Tier 2,Closed,76 min,"Reviewed, no action required"
INC1028,EVT008542,Port Scan,SOC Tier 2,In Progress,36 min,Pending review
INC1029,EVT005652,Malware Detection,SOC Tier 3,Closed,52 min,"Endpoint isolated, malware removed"
INC1030,EVT005657,USB Device Connected,SOC Tier 2,Closed,25 min,"Device inspected, no threat found"
INC1031,EVT002697,Port Scan,SOC Tier 3,Closed,87 min,Source IP flagged and monitored
INC1032,EVT004431,SQL Injection Attempt,SOC Tier 1,Open,67 min,Pending review
INC1033,EVT008197,Failed Login,SOC Tier 2,Closed,61 min,"Account temporarily locked, user verified"
INC1034,EVT006958,Login Success,Incident Response Team,Closed,19 min,"Reviewed, no action required"
INC1035,EVT001338,SQL Injection Attempt,Incident Response Team,In Progress,20 min,Pending review
INC1036,EVT003086,USB Device Connected,SOC Tier 3,Open,79 min,Pending review
INC1037,EVT004626,File Access,SOC Tier 3,Closed,79 min,"Reviewed, no action required"
INC1038,EVT002334,Port Scan,SOC Tier 1,In Progress,88 min,Pending review
INC1039,EVT009263,SQL Injection Attempt,Incident Response Team,Closed,43 min,"Request blocked, WAF rule updated"
INC1040,EVT005411,Malware Detection,Incident Response Team,Closed,35 min,"Endpoint isolated, malware removed"
INC1041,EVT007983,SQL Injection Attempt,SOC Tier 3,Open,44 min,Pending review
INC1042,EVT002390,File Access,Incident Response Team,Open,45 min,Pending review
INC1043,EVT004052,Privilege Escalation,SOC Tier 1,Open,57 min,Pending review
INC1044,EVT008854,Login Success,Incident Response Team,Closed,55 min,"Reviewed, no action required"
INC1045,EVT009240,Brute Force,SOC Tier 1,Closed,77 min,Source IP blocked at firewall
INC1046,EVT005237,SQL Injection Attempt,SOC Tier 1,Open,78 min,Pending review
INC1047,EVT005746,Login Success,SOC Tier 3,Closed,65 min,"Reviewed, no action required"
INC1048,EVT000212,Failed Login,Incident Response Team,Closed,10 min,"Account temporarily locked, user verified"
INC1049,EVT004081,Malware Detection,SOC Tier 3,Closed,63 min,"Endpoint isolated, malware removed"
INC1050,EVT008054,Failed Login,SOC Tier 1,Closed,16 min,"Account temporarily locked, user verified"
INC1051,EVT007668,File Access,SOC Tier 3,Open,59 min,Pending review
INC1052,EVT007343,File Access,Incident Response Team,Closed,33 min,"Reviewed, no action required"
INC1053,EVT006685,SQL Injection Attempt,SOC Tier 1,Closed,24 min,"Request blocked, WAF rule updated"
INC1054,EVT003370,Login Success,SOC Tier 3,Closed,69 min,"Reviewed, no action required"
INC1055,EVT009242,Privilege Escalation,SOC Tier 1,Closed,90 min,"Access revoked, account access reviewed"
INC1056,EVT001921,SQL Injection Attempt,SOC Tier 1,Closed,43 min,"Request blocked, WAF rule updated"
INC1057,EVT000799,Failed Login,SOC Tier 1,Closed,37 min,"Account temporarily locked, user verified"
INC1058,EVT003357,SQL Injection Attempt,SOC Tier 1,In Progress,51 min,Pending review
INC1059,EVT007852,SQL Injection Attempt,SOC Tier 1,Closed,76 min,"Request blocked, WAF rule updated"
INC1060,EVT003474,Failed Login,SOC Tier 1,In Progress,36 min,Pending review
INC1061,EVT004190,Malware Detection,SOC Tier 3,Closed,32 min,"Endpoint isolated, malware removed"
INC1062,EVT004231,Privilege Escalation,Incident Response Team,In Progress,52 min,Pending review
INC1063,EVT006116,File Access,SOC Tier 1,Closed,10 min,"Reviewed, no action required"
INC1064,EVT005667,Phishing Email,SOC Tier 1,In Progress,71 min,Pending review
INC1065,EVT002979,Brute Force,SOC Tier 1,Closed,64 min,Source IP blocked at firewall
INC1066,EVT002632,File Access,Incident Response Team,Closed,53 min,"Reviewed, no action required"
INC1067,EVT009244,Brute Force,SOC Tier 3,Open,45 min,Pending review
INC1068,EVT003046,Login Success,SOC Tier 2,Closed,65 min,"Reviewed, no action required"
INC1069,EVT009669,File Access,Incident Response Team,Closed,69 min,"Reviewed, no action required"
INC1070,EVT000075,Malware Detection,SOC Tier 2,Closed,50 min,"Endpoint isolated, malware removed"
INC1071,EVT009313,Login Success,Incident Response Team,Closed,65 min,"Reviewed, no action required"
INC1072,EVT000010,Privilege Escalation,SOC Tier 1,Open,35 min,Pending review
INC1073,EVT005823,Privilege Escalation,SOC Tier 3,Closed,32 min,"Access revoked, account access reviewed"
INC1074,EVT008816,Malware Detection,Incident Response Team,Closed,82 min,"Endpoint isolated, malware removed"
INC1075,EVT001541,File Access,SOC Tier 1,Closed,19 min,"Reviewed, no action required"
INC1076,EVT008157,Brute Force,SOC Tier 2,Open,24 min,Pending review
INC1077,EVT002922,Brute Force,SOC Tier 1,Closed,65 min,Source IP blocked at firewall
INC1078,EVT006037,Login Success,SOC Tier 2,Open,71 min,Pending review
INC1079,EVT000322,File Access,SOC Tier 2,Closed,70 min,"Reviewed, no action required"
INC1080,EVT006490,Privilege Escalation,SOC Tier 2,Closed,51 min,"Access revoked, account access reviewed"
INC1081,EVT005600,USB Device Connected,Incident Response Team,In Progress,33 min,Pending review
INC1082,EVT004968,Privilege Escalation,SOC Tier 1,In Progress,82 min,Pending review
INC1083,EVT008394,Login Success,Incident Response Team,Open,90 min,Pending review
INC1084,EVT001367,Brute Force,SOC Tier 2,Closed,65 min,Source IP blocked at firewall
INC1085,EVT009334,File Access,SOC Tier 2,Open,67 min,Pending review
INC1086,EVT001533,Privilege Escalation,Incident Response Team,Closed,68 min,"Access revoked, account access reviewed"
INC1087,EVT003346,Login Success,SOC Tier 3,Closed,13 min,"Reviewed, no action required"
INC1088,EVT007657,USB Device Connected,Incident Response Team,Closed,75 min,"Device inspected, no threat found"
INC1089,EVT005245,Failed Login,SOC Tier 3,Closed,81 min,"Account temporarily locked, user verified"
INC1090,EVT004741,Failed Login,Incident Response Team,Closed,38 min,"Account temporarily locked, user verified"
INC1091,EVT002989,Brute Force,Incident Response Team,Open,25 min,Pending review
INC1092,EVT002135,Port Scan,SOC Tier 2,Closed,43 min,Source IP flagged and monitored
INC1093,EVT009894,Phishing Email,Incident Response Team,Closed,23 min,"Email quarantined, user notified"
INC1094,EVT009275,USB Device Connected,SOC Tier 1,Closed,22 min,"Device inspected, no threat found"
INC1095,EVT008833,Login Success,SOC Tier 2,Closed,90 min,"Reviewed, no action required"
INC1096,EVT008485,Brute Force,SOC Tier 3,Closed,9 min,Source IP blocked at firewall
INC1097,EVT002474,Privilege Escalation,Incident Response Team,Closed,13 min,"Access revoked, account access reviewed"
INC1098,EVT002520,Privilege Escalation,SOC Tier 3,Closed,75 min,"Access revoked, account access reviewed"
INC1099,EVT003273,Port Scan,SOC Tier 1,Open,67 min,Pending review
INC1100,EVT009003,Brute Force,Incident Response Team,In Progress,22 min,Pending review
INC1101,EVT005568,File Access,Incident Response Team,In Progress,34 min,Pending review
INC1102,EVT001354,USB Device Connected,SOC Tier 3,Open,9 min,Pending review
INC1103,EVT006620,SQL Injection Attempt,SOC Tier 3,Closed,81 min,"Request blocked, WAF rule updated"
INC1104,EVT009437,Privilege Escalation,SOC Tier 1,Closed,88 min,"Access revoked, account access reviewed"
INC1105,EVT001889,SQL Injection Attempt,Incident Response Team,In Progress,59 min,Pending review
INC1106,EVT002027,Brute Force,SOC Tier 1,Closed,10 min,Source IP blocked at firewall
INC1107,EVT001318,Malware Detection,Incident Response Team,Closed,53 min,"Endpoint isolated, malware removed"
INC1108,EVT003882,Brute Force,SOC Tier 2,Closed,31 min,Source IP blocked at firewall
INC1109,EVT009308,Failed Login,Incident Response Team,Open,81 min,Pending review
INC1110,EVT008846,SQL Injection Attempt,SOC Tier 1,Closed,73 min,"Request blocked, WAF rule updated"
INC1111,EVT001004,USB Device Connected,SOC Tier 2,Closed,71 min,"Device inspected, no threat found"
INC1112,EVT003762,SQL Injection Attempt,SOC Tier 2,Closed,46 min,"Request blocked, WAF rule updated"
INC1113,EVT009235,Brute Force,SOC Tier 3,Closed,53 min,Source IP blocked at firewall
INC1114,EVT007561,Port Scan,SOC Tier 1,Closed,13 min,Source IP flagged and monitored
INC1115,EVT009724,Port Scan,SOC Tier 1,Closed,41 min,Source IP flagged and monitored
INC1116,EVT005413,Phishing Email,SOC Tier 2,Closed,65 min,"Email quarantined, user notified"
INC1117,EVT001066,Brute Force,SOC Tier 2,Closed,43 min,Source IP blocked at firewall
INC1118,EVT000326,Malware Detection,Incident Response Team,Open,79 min,Pending review
INC1119,EVT002669,Privilege Escalation,SOC Tier 2,In Progress,11 min,Pending review
INC1120,EVT001472,Login Success,SOC Tier 2,Open,48 min,Pending review
INC1121,EVT002205,SQL Injection Attempt,Incident Response Team,Closed,40 min,"Request blocked, WAF rule updated"
INC1122,EVT006244,Brute Force,Incident Response Team,Closed,82 min,Source IP blocked at firewall
INC1123,EVT003579,SQL Injection Attempt,Incident Response Team,In Progress,57 min,Pending review
INC1124,EVT009624,SQL Injection Attempt,SOC Tier 1,Closed,51 min,"Request blocked, WAF rule updated"
INC1125,EVT008276,Login Success,SOC Tier 1,In Progress,80 min,Pending review
INC1126,EVT001345,Privilege Escalation,SOC Tier 1,Open,41 min,Pending review
INC1127,EVT004486,SQL Injection Attempt,SOC Tier 2,Open,27 min,Pending review
INC1128,EVT008109,File Access,Incident Response Team,Closed,74 min,"Reviewed, no action required"
INC1129,EVT007618,Malware Detection,SOC Tier 1,Closed,69 min,"Endpoint isolated, malware removed"
INC1130,EVT008331,Login Success,SOC Tier 2,Closed,36 min,"Reviewed, no action required"
INC1131,EVT008707,Login Success,Incident Response Team,Closed,20 min,"Reviewed, no action required"
INC1132,EVT008318,Login Success,SOC Tier 1,Closed,87 min,"Reviewed, no action required"
INC1133,EVT000743,File Access,SOC Tier 2,Closed,90 min,"Reviewed, no action required"
INC1134,EVT007174,USB Device Connected,SOC Tier 2,Closed,52 min,"Device inspected, no threat found"
INC1135,EVT003631,USB Device Connected,SOC Tier 3,Closed,21 min,"Device inspected, no threat found"
INC1136,EVT003681,Privilege Escalation,SOC Tier 3,Closed,87 min,"Access revoked, account access reviewed"
INC1137,EVT007702,USB Device Connected,SOC Tier 2,Closed,44 min,"Device inspected, no threat found"
INC1138,EVT009072,Brute Force,Incident Response Team,In Progress,68 min,Pending review
INC1139,EVT007655,Privilege Escalation,Incident Response Team,Closed,10 min,"Access revoked, account access reviewed"
INC1140,EVT000448,File Access,Incident Response Team,Open,42 min,Pending review
INC1141,EVT002929,Brute Force,SOC Tier 1,Open,69 min,Pending review
INC1142,EVT002211,Failed Login,Incident Response Team,Closed,63 min,"Account temporarily locked, user verified"
INC1143,EVT008981,Malware Detection,SOC Tier 3,Closed,45 min,"Endpoint isolated, malware removed"
INC1144,EVT005695,Brute Force,SOC Tier 2,In Progress,13 min,Pending review
INC1145,EVT004303,File Access,SOC Tier 3,Open,8 min,Pending review
INC1146,EVT005631,Failed Login,Incident Response Team,Closed,12 min,"Account temporarily locked, user verified"
INC1147,EVT009958,Port Scan,SOC Tier 2,Closed,58 min,Source IP flagged and monitored
INC1148,EVT002807,Port Scan,Incident Response Team,In Progress,68 min,Pending review
INC1149,EVT007279,Failed Login,SOC Tier 3,Closed,21 min,"Account temporarily locked, user verified"
INC1150,EVT002945,USB Device Connected,SOC Tier 2,Closed,16 min,"Device inspected, no threat found"
INC1151,EVT004575,SQL Injection Attempt,SOC Tier 2,Closed,17 min,"Request blocked, WAF rule updated"
INC1152,EVT001179,Failed Login,SOC Tier 2,Closed,78 min,"Account temporarily locked, user verified"
INC1153,EVT001903,Login Success,SOC Tier 1,In Progress,78 min,Pending review
INC1154,EVT005303,USB Device Connected,SOC Tier 3,Closed,89 min,"Device inspected, no threat found"
INC1155,EVT008801,Privilege Escalation,SOC Tier 1,Closed,35 min,"Access revoked, account access reviewed"
INC1156,EVT001991,SQL Injection Attempt,SOC Tier 2,Closed,67 min,"Request blocked, WAF rule updated"
INC1157,EVT009771,Phishing Email,SOC Tier 3,Closed,51 min,"Email quarantined, user notified"
INC1158,EVT002188,File Access,Incident Response Team,Closed,54 min,"Reviewed, no action required"
INC1159,EVT005479,Port Scan,SOC Tier 1,Open,63 min,Pending review
INC1160,EVT003323,USB Device Connected,SOC Tier 2,In Progress,45 min,Pending review
INC1161,EVT006428,File Access,SOC Tier 2,In Progress,68 min,Pending review
INC1162,EVT007004,File Access,SOC Tier 1,Closed,14 min,"Reviewed, no action required"
INC1163,EVT007686,Port Scan,Incident Response Team,In Progress,83 min,Pending review
INC1164,EVT005087,SQL Injection Attempt,SOC Tier 1,Closed,50 min,"Request blocked, WAF rule updated"
INC1165,EVT008582,SQL Injection Attempt,SOC Tier 3,Closed,67 min,"Request blocked, WAF rule updated"
INC1166,EVT007932,File Access,Incident Response Team,Closed,28 min,"Reviewed, no action required"
INC1167,EVT001206,Privilege Escalation,SOC Tier 3,Closed,68 min,"Access revoked, account access reviewed"
INC1168,EVT002705,Port Scan,SOC Tier 3,In Progress,54 min,Pending review
INC1169,EVT008295,File Access,SOC Tier 3,Closed,70 min,"Reviewed, no action required"
INC1170,EVT008559,Phishing Email,Incident Response Team,Closed,75 min,"Email quarantined, user notified"
INC1171,EVT002080,File Access,Incident Response Team,In Progress,89 min,Pending review
INC1172,EVT009602,Brute Force,Incident Response Team,Closed,89 min,Source IP blocked at firewall
INC1173,EVT003683,Brute Force,SOC Tier 1,Closed,45 min,Source IP blocked at firewall
INC1174,EVT003320,Failed Login,SOC Tier 3,Closed,82 min,"Account temporarily locked, user verified"
INC1175,EVT009606,Phishing Email,SOC Tier 1,Closed,58 min,"Email quarantined, user notified"
INC1176,EVT005295,Malware Detection,SOC Tier 3,Closed,10 min,"Endpoint isolated, malware removed"
INC1177,EVT001824,Malware Detection,Incident Response Team,In Progress,77 min,Pending review
INC1178,EVT002091,Malware Detection,SOC Tier 3,Open,84 min,Pending review
INC1179,EVT009426,Failed Login,SOC Tier 3,In Progress,90 min,Pending review
INC1180,EVT008912,File Access,Incident Response Team,In Progress,67 min,Pending review
INC1181,EVT005374,File Access,SOC Tier 2,In Progress,55 min,Pending review
INC1182,EVT006301,SQL Injection Attempt,SOC Tier 1,Closed,19 min,"Request blocked, WAF rule updated"
INC1183,EVT005301,Brute Force,SOC Tier 3,Open,73 min,Pending review
INC1184,EVT002736,Login Success,SOC Tier 3,In Progress,50 min,Pending review
INC1185,EVT001081,Privilege Escalation,SOC Tier 2,In Progress,70 min,Pending review
INC1186,EVT003966,Malware Detection,SOC Tier 3,Closed,49 min,"Endpoint isolated, malware removed"
INC1187,EVT007309,Phishing Email,SOC Tier 2,In Progress,15 min,Pending review
INC1188,EVT001328,File Access,SOC Tier 3,Closed,74 min,"Reviewed, no action required"
INC1189,EVT002478,Privilege Escalation,Incident Response Team,Closed,79 min,"Access revoked, account access reviewed"
INC1190,EVT009590,Failed Login,SOC Tier 3,In Progress,9 min,Pending review
INC1191,EVT009209,File Access,SOC Tier 3,Open,89 min,Pending review
INC1192,EVT004125,USB Device Connected,SOC Tier 3,Closed,21 min,"Device inspected, no threat found"
INC1193,EVT002801,Privilege Escalation,SOC Tier 3,Closed,88 min,"Access revoked, account access reviewed"
INC1194,EVT006642,Privilege Escalation,SOC Tier 3,In Progress,18 min,Pending review
INC1195,EVT002241,Brute Force,Incident Response Team,In Progress,21 min,Pending review
INC1196,EVT005534,Port Scan,SOC Tier 3,Closed,41 min,Source IP flagged and monitored
INC1197,EVT003002,SQL Injection Attempt,SOC Tier 1,In Progress,63 min,Pending review
INC1198,EVT006248,USB Device Connected,SOC Tier 2,Closed,61 min,"Device inspected, no threat found"
INC1199,EVT005247,Privilege Escalation,SOC Tier 1,In Progress,45 min,Pending review
INC1200,EVT001829,Failed Login,SOC Tier 2,In Progress,42 min,Pending review
INC1201,EVT004550,Failed Login,SOC Tier 1,Closed,42 min,"Account temporarily locked, user verified"
INC1202,EVT005752,File Access,Incident Response Team,Closed,35 min,"Reviewed, no action required"
INC1203,EVT000991,USB Device Connected,SOC Tier 1,Closed,78 min,"Device inspected, no threat found"
INC1204,EVT006514,SQL Injection Attempt,SOC Tier 1,Closed,45 min,"Request blocked, WAF rule updated"
INC1205,EVT001608,Brute Force,Incident Response Team,Closed,83 min,Source IP blocked at firewall
INC1206,EVT008023,Brute Force,SOC Tier 2,In Progress,12 min,Pending review
INC1207,EVT003679,Privilege Escalation,SOC Tier 1,Closed,74 min,"Access revoked, account access reviewed"
INC1208,EVT005207,Phishing Email,Incident Response Team,Closed,35 min,"Email quarantined, user notified"
INC1209,EVT006694,Failed Login,SOC Tier 1,Closed,67 min,"Account temporarily locked, user verified"
INC1210,EVT002121,USB Device Connected,Incident Response Team,Closed,16 min,"Device inspected, no threat found"
INC1211,EVT009888,Brute Force,SOC Tier 2,Open,39 min,Pending review
INC1212,EVT008464,Malware Detection,SOC Tier 3,Open,45 min,Pending review
INC1213,EVT003447,File Access,SOC Tier 2,In Progress,87 min,Pending review
INC1214,EVT008543,Malware Detection,SOC Tier 2,Closed,67 min,"Endpoint isolated, malware removed"
INC1215,EVT009484,Failed Login,SOC Tier 2,Closed,49 min,"Account temporarily locked, user verified"
INC1216,EVT002212,Brute Force,SOC Tier 1,In Progress,36 min,Pending review
INC1217,EVT006788,USB Device Connected,SOC Tier 3,Closed,43 min,"Device inspected, no threat found"
INC1218,EVT005973,File Access,SOC Tier 1,Open,52 min,Pending review
INC1219,EVT008711,Failed Login,SOC Tier 2,In Progress,66 min,Pending review
INC1220,EVT002960,Phishing Email,Incident Response Team,Closed,79 min,"Email quarantined, user notified"
INC1221,EVT000121,USB Device Connected,SOC Tier 1,Closed,61 min,"Device inspected, no threat found"
INC1222,EVT007490,SQL Injection Attempt,SOC Tier 1,Closed,81 min,"Request blocked, WAF rule updated"
INC1223,EVT006506,File Access,SOC Tier 1,Closed,56 min,"Reviewed, no action required"
INC1224,EVT001477,Malware Detection,Incident Response Team,In Progress,59 min,Pending review
INC1225,EVT008682,File Access,SOC Tier 1,Closed,40 min,"Reviewed, no action required"
INC1226,EVT000036,Brute Force,SOC Tier 2,Open,77 min,Pending review
INC1227,EVT006699,SQL Injection Attempt,SOC Tier 3,Closed,85 min,"Request blocked, WAF rule updated"
INC1228,EVT000708,Phishing Email,SOC Tier 1,In Progress,22 min,Pending review
INC1229,EVT008885,Failed Login,Incident Response Team,Closed,49 min,"Account temporarily locked, user verified"
INC1230,EVT006826,Port Scan,SOC Tier 3,Closed,71 min,Source IP flagged and monitored
INC1231,EVT005960,Brute Force,SOC Tier 2,Closed,70 min,Source IP blocked at firewall
INC1232,EVT005481,Failed Login,SOC Tier 1,Open,61 min,Pending review
INC1233,EVT004178,Failed Login,Incident Response Team,Closed,56 min,"Account temporarily locked, user verified"
INC1234,EVT000445,Brute Force,SOC Tier 2,Open,86 min,Pending review
INC1235,EVT001310,Failed Login,SOC Tier 1,Closed,39 min,"Account temporarily locked, user verified"
